Task,Category
"check deadlines for graduate school applications","Urgent but Not Important"
"look for open spots in popular courses","Urgent but Not Important"
"ask about extending course project deadline","Urgent but Not Important"
"look up guidelines for submitting academic papers","Urgent but Not Important"
"confirm group member availability for project work","Urgent but Not Important"
"review course outline for missing details","Urgent but Not Important"
"look for volunteering opportunities on campus","Urgent but Not Important"
"email professor about missed lecture","Urgent but Not Important"
"verify details for attending university conference","Urgent but Not Important"
"check meeting schedule","Urgent but Not Important"
"confirm meeting time","Urgent but Not Important"
"organize desk files","Urgent but Not Important"
"send reminder to team","Urgent but Not Important"
"update project document","Urgent but Not Important"
"book meeting room","Urgent but Not Important"
"send thank you email","Urgent but Not Important"
"reorder office supplies","Urgent but Not Important"
"check office calendar","Urgent but Not Important"
"schedule lunch with client","Urgent but Not Important"
"check email for important updates","Urgent but Not Important"
"book travel for conference","Urgent but Not Important"
"schedule performance review","Urgent but Not Important"
"check office equipment","Urgent but Not Important"
"request meeting agenda","Urgent but Not Important"
"file office documents","Urgent but Not Important"
"create presentation for meeting","Urgent but Not Important"
"follow up on project status","Urgent but Not Important"
"send follow-up email","Urgent but Not Important"
"review project tasks","Urgent but Not Important"
"contact vendor for service","Urgent but Not Important"
"print out meeting notes","Urgent but Not Important"
"review new office policies","Urgent but Not Important"
"update meeting minutes","Urgent but Not Important"
"confirm project scope","Urgent but Not Important"
"check email for urgent issues","Urgent but Not Important"
"arrange client call","Urgent but Not Important"
"remind manager about deadline","Urgent but Not Important"
"update CRM system","Urgent but Not Important"
"book conference tickets","Urgent but Not Important"
"review contract details","Urgent but Not Important"
"send project update to stakeholders","Urgent but Not Important"
"confirm training session time","Urgent but Not Important"
"remind team of weekly meeting","Urgent but Not Important"
"check status of request","Urgent but Not Important"
"coordinate team activity","Urgent but Not Important"
"request clarification from client","Urgent but Not Important"
"check available times for conference call","Urgent but Not Important"
"send weekly status report","Urgent but Not Important"
"remind team about upcoming holiday","Urgent but Not Important"
"check team availability for meeting","Urgent but Not Important"
"confirm meeting agenda","Urgent but Not Important"
"check status of internal task","Urgent but Not Important"
"review office supplies inventory","Urgent but Not Important"
"check if employee training is scheduled","Urgent but Not Important"
"arrange team lunch","Urgent but Not Important"
"send follow-up to project manager","Urgent but Not Important"
"check class syllabus","Urgent but Not Important"
"review lecture notes","Urgent but Not Important"
"submit assignment on portal","Urgent but Not Important"
"ask professor for office hours","Urgent but Not Important"
"update study schedule","Urgent but Not Important"
"look up quiz details","Urgent but Not Important"
"check email for class announcements","Urgent but Not Important"
"remind classmate about group project","Urgent but Not Important"
"sign up for extra credit","Urgent but Not Important"
"check if exam is rescheduled","Urgent but Not Important"
"ask TA for help","Urgent but Not Important"
"confirm project submission deadline","Urgent but Not Important"
"find study materials online","Urgent but Not Important"
"remind professor about missed class","Urgent but Not Important"
"confirm exam location","Urgent but Not Important"
"update personal study planner","Urgent but Not Important"
"review course calendar","Urgent but Not Important"
"ask about late submission policy","Urgent but Not Important"
"check university event schedule","Urgent but Not Important"
"review course prerequisites","Urgent but Not Important"
"ask for class schedule changes","Urgent but Not Important"
"review lab requirements","Urgent but Not Important"
"check for available scholarships","Urgent but Not Important"
"look for campus events","Urgent but Not Important"
"send group project update","Urgent but Not Important"
"check attendance record","Urgent but Not Important"
"confirm group meeting time","Urgent but Not Important"
"ask for project extension","Urgent but Not Important"
"check feedback on assignment","Urgent but Not Important"
"schedule time with professor","Urgent but Not Important"
"look for student internship opportunities","Urgent but Not Important"
"ask about university health services","Urgent but Not Important"
"check for study groups","Urgent but Not Important"
"update resume for job search","Urgent but Not Important"
"check course registration status","Urgent but Not Important"
"review exam preparation guide","Urgent but Not Important"
"check availability of textbooks","Urgent but Not Important"
"ask for research paper feedback","Urgent but Not Important"
"sign up for campus event","Urgent but Not Important"
"look for academic conferences","Urgent but Not Important"
"confirm group member roles","Urgent but Not Important"
"email professor for clarification","Urgent but Not Important"
"review academic calendar for holidays","Urgent but Not Important"
"check if course materials are uploaded","Urgent but Not Important"
"confirm campus event registration","Urgent but Not Important"
"check if graduation requirements are met","Urgent but Not Important"
"ask about research assistant position","Urgent but Not Important"
"look for campus job openings","Urgent but Not Important"
"sign up for tutoring session","Urgent but Not Important"
